function;status;langcode
"acetyl_N";"checked";"eng"
"acetylation_N";"checked";"eng"
"acetylcholine_N";"checked";"eng"
"acetylene_N";"checked";"eng"
"acetylenic_A";"checked";"eng"
"acetylic_A";"checked";"eng"
"ache_N";"checked";"eng"
"ache_1_V";"checked";"eng"
"ache_3_V";"checked";"eng"
"ache_for_V2";"checked";"eng"
"achene_N";"checked";"eng"
"achenial_A";"checked";"eng"
"achievability_N";"checked";"eng"
"achievable_A";"checked";"eng"
"achieve_V2";"checked";"eng"
"achievement_N";"checked";"eng"
"achiever_N";"checked";"eng"
"achillea_N";"checked";"eng"
"achilles_PN";"checked";"eng"
"achimenes_N";"checked";"eng"
"achira_N";"checked";"eng"
"achlamydeous_A";"checked";"eng"
"achlorhydria_N";"checked";"eng"
"achlorhydric_A";"checked";"eng"
"acholia_N";"checked";"eng"
"achondrite_N";"checked";"eng"
"achondritic_1_A";"checked";"eng"
"achondritic_2_A";"checked";"eng"
"achondroplasia_1_N";"checked";"eng"
"achondroplastic_A";"checked";"eng"
"achromatic_A";"checked";"eng"
"achromatin_N";"checked";"eng"
"achromatinic_A";"checked";"eng"
"achromatous_A";"checked";"eng"
"achromia_N";"checked";"eng"
"achromic_A";"checked";"eng"
"achylia_N";"checked";"eng"
"acicula_N";"checked";"eng"
"aciculate_A";"checked";"eng"
"acid_1_A";"checked";"eng"
"acid_2_A";"checked";"eng"
"acid_3_A";"checked";"eng"
"acid_1_N";"checked";"eng"
"acid_2_N";"checked";"eng"
"acidemia_N";"checked";"eng"
"acidic_1_A";"checked";"eng"
"acidic_2_A";"checked";"eng"
"acidification_N";"checked";"eng"
"acidify_2_V";"checked";"eng"
"acidify_1_V2";"checked";"eng"
"acidimetric_A";"checked";"eng"
"acidimetry_N";"checked";"eng"
"acidity_1_N";"checked";"eng"
"acidity_2_N";"checked";"eng"
"acidity_3_N";"checked";"eng"
"acidophil_1_N";"checked";"eng"
"acidophilic_A";"checked";"eng"
"acidophilus_N";"checked";"eng"
"acidosis_N";"checked";"eng"
"acidotic_A";"checked";"eng"
"acidulated_A";"checked";"eng"
"acidulous_A";"checked";"eng"
"acinar_1_A";"checked";"eng"
"acinar_2_A";"checked";"eng"
"acinus_1_N";"checked";"eng"
"acinus_2_N";"checked";"eng"
"ack_ack_N";"checked";"eng"
"ackee_1_N";"checked";"eng"
"ackee_2_N";"checked";"eng"
"acknowledge_2_V2";"checked";"eng"
"acknowledge_3_V2";"checked";"eng"
"acknowledge_4_V2";"checked";"eng"
"acknowledge_5_V2";"checked";"eng"
"acknowledge_6_V2";"checked";"eng"
"acknowledge_1_VS";"checked";"eng"
"acknowledgeable_A";"checked";"eng"
"acknowledgement_1_N";"checked";"eng"
"acknowledgement_2_N";"checked";"eng"
"acknowledgement_3_N";"checked";"eng"
"acme_1_N";"checked";"eng"
"acme_2_N";"checked";"eng"
"acne_N";"checked";"eng"
"acned_A";"checked";"eng"
"acneiform_A";"checked";"eng"
"acold_A";"checked";"eng"
"acolyte_N";"checked";"eng"
"aconite_N";"checked";"eng"
"acorea_N";"checked";"eng"
"acorn_N";"checked";"eng"
"acorn_cup_N";"checked";"eng"
"acoustic_1_A";"checked";"eng"
"acoustic_N";"checked";"eng"
"acoustician_N";"checked";"eng"
"acoustics_N";"checked";"eng"
"acquaint_with_V3";"checked";"eng"
"acquaint_2_V2";"checked";"eng"
"acquaint_3_V2";"checked";"eng"
"acquaintance_1_N";"checked";"eng"
"acquaintance_2_N";"checked";"eng"
"acquaintance_3_N";"checked";"eng"
"acquaintanceship_N";"checked";"eng"
"acquiesce_V";"checked";"eng"
"acquiescence_1_N";"checked";"eng"
"acquiescence_2_N";"checked";"eng"
"acquiescent_A";"checked";"eng"
"acquirable_A";"checked";"eng"
"acquire_1_V2";"checked";"eng"
"acquire_2_V2";"checked";"eng"
"acquire_3_V2";"checked";"eng"
"acquire_4_V2";"checked";"eng"
"acquire_5_V2";"checked";"eng"
"acquire_6_V2";"checked";"eng"
"acquire_7_V2";"checked";"eng"
"acquirement_N";"checked";"eng"
"acquirer_1_N";"checked";"eng"
"acquirer_2_N";"checked";"eng"
"acquirer_3_N";"checked";"eng"
"acquirer_4_N";"checked";"eng"
"acquiring_N";"checked";"eng"
"acquisition_1_N";"checked";"eng"
"acquisition_2_N";"checked";"eng"
"acquisition_3_N";"checked";"eng"
"acquisition_4_N";"checked";"eng"
"acquisitive_A";"checked";"eng"
"acquisitiveness_N";"checked";"eng"
"acquit_1_V2";"checked";"eng"
"acquit_2_V2";"checked";"eng"
"acquittal_N";"checked";"eng"
"acquittance_N";"checked";"eng"
"acre_1_N";"checked";"eng"
"acre_2_PN";"checked";"eng"
"acre_3_PN";"checked";"eng"
"acreage_N";"checked";"eng"
"acrid_1_A";"checked";"eng"
"acrid_2_A";"checked";"eng"
"acridity_1_N";"checked";"eng"
"acridity_2_N";"checked";"eng"
"acridity_3_N";"checked";"eng"
"acrimonious_A";"checked";"eng"
"acrimony_N";"checked";"eng"
"acritical_A";"checked";"eng"
"acroanesthesia_1_N";"checked";"eng"
"acrobatFem_N";"checked";"eng"
"acrobatMasc_N";"checked";"eng"
"acrobatic_A";"checked";"eng"
"acrobatics_1_N";"checked";"eng"
"acrobatics_2_N";"checked";"eng"
"acrocarp_N";"checked";"eng"
"acrocarpous_A";"checked";"eng"
"acrocentric_A";"checked";"eng"
"acrocyanosis_N";"checked";"eng"
"acrodont_N";"checked";"eng"
"acrogen_N";"checked";"eng"
"acrogenic_A";"checked";"eng"
"acromegalic_A";"checked";"eng"
"acromegaly_1_N";"checked";"eng"
"acromicria_1_N";"checked";"eng"
"acromion_N";"checked";"eng"
"acromphalus_N";"checked";"eng"
"acromyotonia_N";"checked";"eng"
"acronym_N";"checked";"eng"
"acronymic_A";"checked";"eng"
"acropetal_A";"checked";"eng"
"acrophobia_N";"checked";"eng"
"acrophobic_A";"checked";"eng"
"acrophony_N";"checked";"eng"
"acropolis_N";"checked";"eng"
"acroscopic_A";"checked";"eng"
"acrosome_N";"checked";"eng"
"across_1_Adv";"checked";"eng"
"across_2_Adv";"checked";"eng"
"across_Prep";"checked";"eng"
"acrostic_1_N";"checked";"eng"
"acrostic_2_N";"checked";"eng"
"acrylamide_N";"checked";"eng"
"acrylic_1_N";"checked";"eng"
"acrylic_2_N";"checked";"eng"
"acrylic_3_N";"checked";"eng"
"acrylic_4_N";"checked";"eng"
"act_1_N";"checked";"eng"
"act_2_N";"checked";"eng"
"act_3_N";"checked";"eng"
"act_4_N";"checked";"eng"
"act_5_N";"checked";"eng"
"act_1_V";"checked";"eng"
"act_4_V";"checked";"eng"
"act_6_V";"checked";"eng"
"act_7_V";"checked";"eng"
"act_8_V";"checked";"eng"
"act_9_V";"checked";"eng"
"act_10_V";"checked";"eng"
"act_VA";"checked";"eng"
"act_like_V2";"checked";"eng"
"act_3_V2";"checked";"eng"
"act_5_V2";"checked";"eng"
"act_8_V2";"checked";"eng"
"act_on_1_V2";"checked";"eng"
"act_on_2_V2";"checked";"eng"
"act_on_3_V2";"checked";"eng"
"act_out_1_V2";"checked";"eng"
"act_out_2_V2";"checked";"eng"
"act_up_1_V";"checked";"eng"
"act_up_2_V";"checked";"eng"
"act_upon_V2";"checked";"eng"
"actable_A";"checked";"eng"
"actin_N";"checked";"eng"
"actinal_A";"checked";"eng"
"acting_A";"checked";"eng"
"acting_N";"checked";"eng"
"actinia_1_N";"checked";"eng"
"actinia_2_N";"checked";"eng"
"actinic_A";"checked";"eng"
"actinism_N";"checked";"eng"
"actinium_N";"checked";"eng"
"actinoid_A";"checked";"eng"
"actinoid_1_N";"checked";"eng"
"actinolite_N";"checked";"eng"
"actinometer_N";"checked";"eng"
"actinometric_1_A";"checked";"eng"
"actinometry_N";"checked";"eng"
"actinomorphic_A";"checked";"eng"
"actinomyces_N";"checked";"eng"
"actinomycetal_A";"checked";"eng"
"actinomycete_N";"checked";"eng"
"actinomycin_N";"checked";"eng"
"actinomycosis_N";"checked";"eng"
"actinomycotic_A";"checked";"eng"
"actinomyxidian_N";"checked";"eng"
"actinopod_N";"checked";"eng"
"action_1_N";"checked";"eng"
"action_2_N";"checked";"eng"
"action_3_N";"checked";"eng"
"action_4_N";"checked";"eng"
"action_5_N";"checked";"eng"
"action_6_N";"checked";"eng"
"action_7_N";"checked";"eng"
"action_8_N";"checked";"eng"
"action_9_N";"checked";"eng"
"action_10_N";"checked";"eng"
"actionable_A";"checked";"eng"
"activate_1_V2";"checked";"eng"
"activate_2_V2";"checked";"eng"
"activate_3_V2";"checked";"eng"
"activate_4_V2";"checked";"eng"
"activate_5_V2";"checked";"eng"
"activation_1_N";"checked";"eng"
"activation_2_N";"checked";"eng"
"activation_3_N";"checked";"eng"
"activator_N";"checked";"eng"
"active_1_A";"checked";"eng"
"active_2_A";"checked";"eng"
"active_3_A";"checked";"eng"
"active_4_A";"checked";"eng"
"active_5_A";"checked";"eng"
"active_6_A";"checked";"eng"
"active_7_A";"checked";"eng"
"active_8_A";"checked";"eng"
"active_9_A";"checked";"eng"
"active_10_A";"checked";"eng"
"active_11_A";"checked";"eng"
"active_12_A";"checked";"eng"
"active_13_A";"checked";"eng"
"active_14_A";"checked";"eng"
"active_1_N";"checked";"eng"
"active_2_N";"checked";"eng"
"active_3_N";"checked";"eng"
"activeness_1_N";"checked";"eng"
"activeness_2_N";"checked";"eng"
"activism_N";"checked";"eng"
"activistFem_N";"checked";"eng"
"activistMasc_N";"checked";"eng"
"activist_1_A";"checked";"eng"
"activity_1_N";"checked";"eng"
"activity_2_N";"checked";"eng"
"activity_3_N";"checked";"eng"
"activity_4_N";"checked";"eng"
"activity_5_N";"checked";"eng"
"activity_6_N";"checked";"eng"
"actomyosin_N";"checked";"eng"
"actor_1_N";"checked";"eng"
"actor_2_N";"checked";"eng"
"actress_N";"checked";"eng"
"actual_1_A";"checked";"eng"
"actual_2_A";"checked";"eng"
"actual_3_A";"checked";"eng"
"actual_4_A";"checked";"eng"
"actual_5_A";"checked";"eng"
"actuality_N";"checked";"eng"
"actually_1_AdV";"checked";"eng"
"actually_2_AdV";"checked";"eng"
"actually_3_AdV";"checked";"eng"
"actually_4_Adv";"checked";"eng"
"actuarial_A";"checked";"eng"
"actuary_N";"checked";"eng"
"actuate_1_V2";"checked";"eng"
"actuate_2_V2";"checked";"eng"
"actuator_N";"checked";"eng"
"acuate_A";"checked";"eng"
"acuity_1_N";"checked";"eng"
"acuity_2_N";"checked";"eng"
"aculea_N";"checked";"eng"
"aculeate_1_A";"checked";"eng"
"aculeus_1_N";"checked";"eng"
"aculeus_2_N";"checked";"eng"
"acumen_1_N";"checked";"eng"
"acumen_2_N";"checked";"eng"
"acuminate_A";"checked";"eng"
"acupressure_N";"checked";"eng"
"acupuncture_N";"checked";"eng"
"acute_1_A";"checked";"eng"
"acute_2_A";"checked";"eng"
"acute_3_A";"checked";"eng"
"acute_4_A";"checked";"eng"
"acute_5_A";"checked";"eng"
"acute_6_A";"checked";"eng"
"acuteness_1_N";"checked";"eng"
"acuteness_2_N";"checked";"eng"
"acuteness_3_N";"checked";"eng"
"acyclic_1_A";"checked";"eng"
"acyclic_2_A";"checked";"eng"
"acyclovir_N";"checked";"eng"
"acyl_N";"checked";"eng"
"acylation_N";"checked";"eng"
"ad_N";"checked";"eng"
"ad_PN";"checked";"eng"
"ad_hoc_1_A";"checked";"eng"
"ad_hoc_2_A";"checked";"eng"
"ad_hoc_Adv";"checked";"eng"
"ad_infinitum_Adv";"checked";"eng"
"ad_interim_Adv";"checked";"eng"
"ad_lib_1_A";"checked";"eng"
"ad_lib_2_A";"checked";"eng"
"ad_lib_Adv";"checked";"eng"
"ad_lib_V";"checked";"eng"
"ad_libitum_Adv";"checked";"eng"
"ad_man_N";"checked";"eng"
"ad_nauseam_Adv";"checked";"eng"
"ad_valorem_Adv";"checked";"eng"
"ada_PN";"checked";"eng"
"adactylia_1_N";"checked";"eng"
"adactylous_A";"checked";"eng"
"adage_N";"checked";"eng"
"adagio_A";"checked";"eng"
"adagio_Adv";"checked";"eng"
"adagio_1_N";"checked";"eng"
"adagio_2_N";"checked";"eng"
"adam_1_PN";"checked";"eng"
"adam_2_PN";"checked";"eng"
"adam_3_PN";"checked";"eng"
"adamance_N";"checked";"eng"
"adamant_A";"checked";"eng"
"adamant_N";"checked";"eng"
"adamantine_1_A";"checked";"eng"
"adamantine_2_A";"checked";"eng"
"adamantine_3_A";"checked";"eng"
"adapt_V";"checked";"eng"
"adapt_V2";"checked";"eng"
"adaptability_N";"checked";"eng"
"adaptable_A";"checked";"eng"
"adaptation_1_N";"checked";"eng"
"adaptation_2_N";"checked";"eng"
"adaptation_3_N";"checked";"eng"
"adaptational_A";"checked";"eng"
"adapter_1_N";"checked";"eng"
"adapter_2_N";"checked";"eng"
"adaptive_1_A";"checked";"eng"
"adaptor_N";"checked";"eng"
"adaxial_A";"checked";"eng"
"add_6_V";"checked";"eng"
"add_1_V2";"checked";"eng"
"add_3_V2";"checked";"eng"
"add_4_V2";"checked";"eng"
"add_5_V2";"checked";"eng"
"add_2_VS";"checked";"eng"
"add_in_V";"checked";"eng"
"add_on_to_V2";"checked";"eng"
"add_up_4_V";"checked";"eng"
"add_up_1_V2";"checked";"eng"
"add_up_3_V2";"checked";"eng"
"add_up_4_V2";"checked";"eng"
"add_up_to_V2";"checked";"eng"
"addable_1_A";"checked";"eng"
"addax_N";"checked";"eng"
"added_A";"checked";"eng"
"addend_N";"checked";"eng"
"addendum_N";"checked";"eng"
"adder_1_N";"checked";"eng"
"adder_2_N";"checked";"eng"
"adder_3_N";"checked";"eng"
"addict_1_N";"checked";"eng"
"addict_2_N";"checked";"eng"
"addict_V2";"checked";"eng"
"addiction_1_N";"checked";"eng"
"addiction_2_N";"checked";"eng"
"addiction_3_N";"checked";"eng"
"addictive_A";"checked";"eng"
"adding_machine_N";"checked";"eng"
"addis_ababa_PN";"checked";"eng"
"addition_1_N";"checked";"eng"
"addition_2_N";"checked";"eng"
"addition_to_N2";"checked";"eng"
"addition_4_N";"checked";"eng"
"addition_5_N";"checked";"eng"
"addition_6_N";"checked";"eng"
"additional_A";"checked";"eng"
"additionally_Adv";"checked";"eng"
"additive_1_A";"checked";"eng"
"additive_2_A";"checked";"eng"
"additive_N";"checked";"eng"
"addle_A";"checked";"eng"
"addle_2_V";"checked";"eng"
"addle_1_V2";"checked";"eng"
"addle_brained_A";"checked";"eng"
"addle_head_1_N";"checked";"eng"
"addle_pated_A";"checked";"eng"
"address_1_N";"checked";"eng"
"address_2_N";"checked";"eng"
"address_3_N";"checked";"eng"
"address_4_N";"checked";"eng"
"address_5_N";"checked";"eng"
"address_6_N";"checked";"eng"
"address_7_N";"checked";"eng"
"address_8_N";"checked";"eng"
"address_1_V2";"checked";"eng"
"address_2_V2";"checked";"eng"
"address_3_V2";"checked";"eng"
"address_4_V2";"checked";"eng"
"address_5_V2";"checked";"eng"
"address_6_V2";"checked";"eng"
"address_7_V2";"checked";"eng"
"address_8_V2";"checked";"eng"
"address_9_V2";"checked";"eng"
"address_10_V2";"checked";"eng"
"addressable_A";"checked";"eng"
"addressee_N";"checked";"eng"
"addressograph_1_N";"checked";"eng"
"adduce_1_V2";"checked";"eng"
"adducent_A";"checked";"eng"
"adducer_N";"checked";"eng"
"adducing_N";"checked";"eng"
"adduct_N";"checked";"eng"
"adduction_N";"checked";"eng"
"adductor_N";"checked";"eng"
"adelaide_PN";"checked";"eng"
"adelgid_N";"checked";"eng"
"adenine_N";"checked";"eng"
"adenitis_N";"checked";"eng"
"adenocarcinoma_N";"checked";"eng"
"adenocarcinomatous_A";"checked";"eng"
"adenoid_A";"checked";"eng"
"adenoidal_1_A";"checked";"eng"
"adenoidal_2_A";"checked";"eng"
"adenoidectomy_N";"checked";"eng"
"adenoma_N";"checked";"eng"
"adenomegaly_N";"checked";"eng"
"adenopathy_N";"checked";"eng"
"adenosine_N";"checked";"eng"
"adenovirus_N";"checked";"eng"
"adept_A";"checked";"eng"
"adept_N";"checked";"eng"
"adeptness_N";"checked";"eng"
"adequacy_1_N";"checked";"eng"
"adequacy_2_N";"checked";"eng"
"adequate_1_A";"checked";"eng"
"adequate_2_A";"checked";"eng"
"adequate_3_A";"checked";"eng"
"adesite_N";"checked";"eng"
"adhere_1_V";"checked";"eng"
"adhere_2_V";"checked";"eng"
"adhere_3_V";"checked";"eng"
"adhere_4_V";"checked";"eng"
"adhere_5_V";"checked";"eng"
"adhere_to_6_V2";"checked";"eng"
"adherence_1_N";"checked";"eng"
"adherence_2_N";"checked";"eng"
"adherent_A";"checked";"eng"
"adherent_N";"checked";"eng"
"adhesion_1_N";"checked";"eng"
"adhesion_2_N";"checked";"eng"
"adhesion_3_N";"checked";"eng"
"adhesion_4_N";"checked";"eng"
"adhesive_A";"checked";"eng"
"adhesive_N";"checked";"eng"
"adhesiveness_N";"checked";"eng"
"adhocracy_N";"checked";"eng"
"adiabatic_A";"checked";"eng"
"adience_N";"checked";"eng"
"adient_A";"checked";"eng"
"adieu_Interj";"checked";"eng"
"adipose_A";"checked";"eng"
"adiposity_N";"checked";"eng"
"adit_N";"checked";"eng"
"adjacency_N";"checked";"eng"
"adjacent_1_A";"checked";"eng"
"adjacent_2_A";"checked";"eng"
"adjacent_3_A";"checked";"eng"
"adjectival_A";"checked";"eng"
"adjective_1_A";"checked";"eng"
"adjective_2_A";"checked";"eng"
"adjective_1_N";"checked";"eng"
"adjective_2_N";"checked";"eng"
"adjoin_1_V";"checked";"eng"
"adjoin_2_V";"checked";"eng"
"adjoin_1_V2";"checked";"eng"
"adjoin_2_V2";"checked";"eng"
"adjoin_3_V2";"checked";"eng"
"adjourn_1_V";"checked";"eng"
"adjourn_2_V";"checked";"eng"
"adjournment_1_N";"checked";"eng"
"adjournment_2_N";"checked";"eng"
"adjudge_V2";"checked";"eng"
"adjudicate_2_V";"checked";"eng"
"adjudicate_1_V2";"checked";"eng"
"adjudication_N";"checked";"eng"
"adjudicative_A";"checked";"eng"
"adjudicator_N";"checked";"eng"
"adjunct_1_A";"checked";"eng"
"adjunct_2_A";"checked";"eng"
"adjunct_1_N";"checked";"eng"
"adjunct_2_N";"checked";"eng"
"adjunct_3_N";"checked";"eng"
"adjunctive_A";"checked";"eng"
"adjuration_N";"checked";"eng"
"adjuratory_1_A";"checked";"eng"
"adjuratory_2_A";"checked";"eng"
"adjure_1_V2";"checked";"eng"
"adjure_2_V2";"checked";"eng"
"adjust_3_V";"checked";"eng"
"adjust_5_V";"checked";"eng"
"adjust_1_V2";"checked";"eng"
"adjust_2_V2";"checked";"eng"
"adjust_4_V2";"checked";"eng"
"adjust_5_V2";"checked";"eng"
"adjustable_1_A";"checked";"eng"
"adjustable_2_A";"checked";"eng"
"adjuster_1_N";"checked";"eng"
"adjustive_A";"checked";"eng"
"adjustment_1_N";"checked";"eng"
"adjustment_2_N";"checked";"eng"
"adjustment_3_N";"checked";"eng"
"adjustment_4_N";"checked";"eng"
"adjustment_5_N";"checked";"eng"
"adjutant_1_N";"checked";"eng"
"adjutant_2_N";"checked";"eng"
"adjuvant_1_A";"checked";"eng"
"adjuvant_2_A";"checked";"eng"
"adjuvant_N";"checked";"eng"
"admass_N";"checked";"eng"
"administer_1_V2";"checked";"eng"
"administer_2_V2";"checked";"eng"
"administer_3_V2";"checked";"eng"
"administer_4_V2";"checked";"eng"
"administer_5_V2";"checked";"eng"
"administrable_A";"checked";"eng"
"administration_1_N";"checked";"eng"
"administration_2_N";"checked";"eng"
"administration_3_N";"checked";"eng"
"administration_4_N";"checked";"eng"
"administration_5_N";"checked";"eng"
"administration_6_N";"checked";"eng"
"administrative_A";"checked";"eng"
"administratorFem_1_N";"checked";"eng"
"administratorFem_2_N";"checked";"eng"
"administratorFem_3_N";"checked";"eng"
"administratorMasc_1_N";"checked";"eng"
"administratorMasc_2_N";"checked";"eng"
"administratorMasc_3_N";"checked";"eng"
"administrivia_N";"checked";"eng"
"admirability_N";"checked";"eng"
"admirable_1_A";"checked";"eng"
"admirable_2_A";"checked";"eng"
"admiral_1_N";"checked";"eng"
"admiral_2_N";"checked";"eng"
"admiralty_1_N";"checked";"eng"
"admiralty_2_N";"checked";"eng"
"admiration_1_N";"checked";"eng"
"admiration_2_N";"checked";"eng"
"admiration_3_N";"checked";"eng"
"admire_1_V2";"checked";"eng"
"admire_2_V2";"checked";"eng"
"admirer_1_N";"checked";"eng"
"admirer_2_N";"checked";"eng"
"admirer_3_N";"checked";"eng"
"admiringly_Adv";"checked";"eng"
"admissibility_N";"checked";"eng"
"admissible_A";"checked";"eng"
"admission_to_N2";"checked";"eng"
"admission_2_N";"checked";"eng"
"admission_3_N";"checked";"eng"
"admission_4_N";"checked";"eng"
"admissive_of_A2";"checked";"eng"
"admit_of_V2";"checked";"eng"
"admit_onto_V2";"checked";"eng"
"admit_1_V2";"checked";"eng"
"admit_2_V2";"checked";"eng"
"admit_to_V3";"checked";"eng"
"admit_4_V2";"checked";"eng"
"admit_7_V2";"checked";"eng"
"admit_8_V2";"checked";"eng"
"admit_1_VS";"checked";"eng"
"admittable_1_A";"checked";"eng"
"admittance_1_N";"checked";"eng"
"admittance_2_N";"checked";"eng"
"admittedly_Adv";"checked";"eng"
"admix_V2";"checked";"eng"
"admixture_1_N";"checked";"eng"
"admixture_2_N";"checked";"eng"
"admixture_3_N";"checked";"eng"
"admonish_1_V2";"checked";"eng"
"admonish_2_V2";"checked";"eng"
"admonish_3_V2";"checked";"eng"
"admonisher_N";"checked";"eng"
"admonition_1_N";"checked";"eng"
"admonition_2_N";"checked";"eng"
"admonitory_1_A";"checked";"eng"
"admonitory_2_A";"checked";"eng"
"adnate_A";"checked";"eng"
"adnexa_1_N";"checked";"eng"
"adnexal_1_A";"checked";"eng"
"adnoun_N";"checked";"eng"
"ado_N";"checked";"eng"
"adobe_1_N";"checked";"eng"
"adobe_2_N";"checked";"eng"
"adobo_N";"checked";"eng"
"adolescence_1_N";"checked";"eng"
"adolescence_2_N";"checked";"eng"
"adolescent_1_A";"checked";"eng"
"adolescent_2_A";"checked";"eng"
"adolescent_3_A";"checked";"eng"
"adolescent_4_A";"checked";"eng"
"adolescent_N";"checked";"eng"
"adonis_1_N";"checked";"eng"
"adonis_2_N";"checked";"eng"
"adonis_PN";"checked";"eng"
"adopt_1_V2";"checked";"eng"
"adopt_2_V2";"checked";"eng"
"adopt_3_V2";"checked";"eng"
"adopt_4_V2";"checked";"eng"
"adopt_5_V2";"checked";"eng"
"adopt_6_V2";"checked";"eng"
"adopt_7_V2";"checked";"eng"
"adoptable_A";"checked";"eng"
"adoptee_N";"checked";"eng"
"adoption_1_N";"checked";"eng"
"adoption_2_N";"checked";"eng"
"adoption_3_N";"checked";"eng"
"adoptive_1_A";"checked";"eng"
"adoptive_2_A";"checked";"eng"
"adorability_N";"checked";"eng"
"adorable_A";"checked";"eng"
"adoration_1_N";"checked";"eng"
"adoration_2_N";"checked";"eng"
"adoration_3_N";"checked";"eng"
"adore_V2";"checked";"eng"
"adorer_N";"checked";"eng"
"adoring_1_A";"checked";"eng"
"adoring_2_A";"checked";"eng"
"adorn_1_V2";"checked";"eng"
"adorn_2_V2";"checked";"eng"
"adorn_3_V2";"checked";"eng"
"adornment_1_N";"checked";"eng"
"adornment_2_N";"checked";"eng"
"adoxography_N";"checked";"eng"
"adrenal_1_A";"checked";"eng"
"adrenal_2_A";"checked";"eng"
"adrenalectomy_N";"checked";"eng"
"adrenalin_1_N";"checked";"eng"
"adrenarche_N";"checked";"eng"
"adrenergic_A";"checked";"eng"
"adrenergic_N";"checked";"eng"
"adrenocortical_A";"checked";"eng"
"adrenocorticotropic_1_A";"checked";"eng"
"adrenosterone_N";"checked";"eng"
"adrian_1_PN";"checked";"eng"
"adrian_2_PN";"checked";"eng"
"adrift_1_A";"checked";"eng"
"adrift_2_A";"checked";"eng"
"adrift_1_Adv";"checked";"eng"
